user_id,song_id,rank
12768858f6a825452e412deb1df36d2d1d9c6791,SOVXBOT12A8C136816,3
12768858f6a825452e412deb1df36d2d1d9c6791,SOBONKR12A58A7A7E0,4
12768858f6a825452e412deb1df36d2d1d9c6791,SOISNSU12AC468C0D8,5
12768858f6a825452e412deb1df36d2d1d9c6791,SOOUCOH12AC468D3EB,6
12768858f6a825452e412deb1df36d2d1d9c6791,SORWLTW12A670208FA,7
12768858f6a825452e412deb1df36d2d1d9c6791,SOMUXVE12A6D4F6EAB,8
12768858f6a825452e412deb1df36d2d1d9c6791,SOTRZGX12A67021065,9
12768858f6a825452e412deb1df36d2d1d9c6791,SOWKSFG12A8C13E535,10
930d2be6c85315d72cab9823ec0f7bfe7e477794,SOXHIMB12A6D4F573F,1
930d2be6c85315d72cab9823ec0f7bfe7e477794,SODGVGW12AC9075A8D,2
930d2be6c85315d72cab9823ec0f7bfe7e477794,SOXWYZP12AF72A42A6,3
930d2be6c85315d72cab9823ec0f7bfe7e477794,SOBONKR12A58A7A7E0,4
930d2be6c85315d72cab9823ec0f7bfe7e477794,SOPXKYD12A6D4FA876,5
930d2be6c85315d72cab9823ec0f7bfe7e477794,SOXFPND12AB017C9D1,6
930d2be6c85315d72cab9823ec0f7bfe7e477794,SONEWAX12AB018DD3F,7
930d2be6c85315d72cab9823ec0f7bfe7e477794,SOYGHUM12AB018139C,8
930d2be6c85315d72cab9823ec0f7bfe7e477794,SOEPZQS12A8C1436C7,9
930d2be6c85315d72cab9823ec0f7bfe7e477794,SONNSYV12A8C146BEC,10
b6b799f34a204bd928ea014c243ddad6d0be4f8f,SONYKOW12AB01849C9,1
b6b799f34a204bd928ea014c243ddad6d0be4f8f,SOSCIZP12AB0181D2F,2
b6b799f34a204bd928ea014c243ddad6d0be4f8f,SOXHIMB12A6D4F573F,3
b6b799f34a204bd928ea014c243ddad6d0be4f8f,SOKENKR12AB01828F7,4
b6b799f34a204bd928ea014c243ddad6d0be4f8f,SOWGXOP12A6701E93A,5
b6b799f34a204bd928ea014c243ddad6d0be4f8f,SONOYIB12A81C1F88C,6
b6b799f34a204bd928ea014c243ddad6d0be4f8f,SOWOMMY127F8096DF9,7
b6b799f34a204bd928ea014c243ddad6d0be4f8f,SOPQLBY12A6310E992,8
b6b799f34a204bd928ea014c243ddad6d0be4f8f,SORBBFV12AB017D710,9
b6b799f34a204bd928ea014c243ddad6d0be4f8f,SOOYDAZ12A58A7AE08,10
8cbb5066924ec788e3fea9a4aae59586f46f38fa,SOSXLTC12AF72A7F54,1
8cbb5066924ec788e3fea9a4aae59586f46f38fa,SOVWADY12AB0189C63,2
8cbb5066924ec788e3fea9a4aae59586f46f38fa,SOEPZQS12A8C1436C7,3
8cbb5066924ec788e3fea9a4aae59586f46f38fa,SOIWDQY12A67ADE295,4
8cbb5066924ec788e3fea9a4aae59586f46f38fa,SOXWYZP12AF72A42A6,5
8cbb5066924ec788e3fea9a4aae59586f46f38fa,SOZSQUQ12AB018F6FB,6
8cbb5066924ec788e3fea9a4aae59586f46f38fa,SOMNTMT12A8C1400F6,7
8cbb5066924ec788e3fea9a4aae59586f46f38fa,SOEBNJI12AB0187464,8
8cbb5066924ec788e3fea9a4aae59586f46f38fa,SOWEHOM12A6BD4E09E,9
8cbb5066924ec788e3fea9a4aae59586f46f38fa,SOCVTLJ12A6310F0FD,10
9b887e10a4711486085c4fae2d2599fc0d2c484d,SONYKOW12AB01849C9,1
9b887e10a4711486085c4fae2d2599fc0d2c484d,SOBONKR12A58A7A7E0,2
9b887e10a4711486085c4fae2d2599fc0d2c484d,SOSIUBJ12A8AE48524,3
9b887e10a4711486085c4fae2d2599fc0d2c484d,SOZOIUU12A67ADFA39,4
9b887e10a4711486085c4fae2d2599fc0d2c484d,SOYQQAC12A6D4FD59E,5
9b887e10a4711486085c4fae2d2599fc0d2c484d,SODGVGW12AC9075A8D,6
9b887e10a4711486085c4fae2d2599fc0d2c484d,SOTWNDJ12A8C143984,7
9b887e10a4711486085c4fae2d2599fc0d2c484d,SOUKJBT12A6701C4D6,8
9b887e10a4711486085c4fae2d2599fc0d2c484d,SOASXQD12AB018902F,9
9b887e10a4711486085c4fae2d2599fc0d2c484d,SOZSQUQ12AB018F6FB,10
e4c05157f8cebdf3b9d689c441ba97c5ed5db05b,SOBONKR12A58A7A7E0,1
e4c05157f8cebdf3b9d689c441ba97c5ed5db05b,SONNSYV12A8C146BEC,2
e4c05157f8cebdf3b9d689c441ba97c5ed5db05b,SONEQDB12A67AD819F,3
e4c05157f8cebdf3b9d689c441ba97c5ed5db05b,SODGVGW12AC9075A8D,4
e4c05157f8cebdf3b9d689c441ba97c5ed5db05b,SOYYWMD12A58A7BCC9,5
e4c05157f8cebdf3b9d689c441ba97c5ed5db05b,SOPOFBW12AB0187196,6
e4c05157f8cebdf3b9d689c441ba97c5ed5db05b,SOSJFDH12A8C143096,7
e4c05157f8cebdf3b9d689c441ba97c5ed5db05b,SONKSNV12A58A7F654,8
e4c05157f8cebdf3b9d689c441ba97c5ed5db05b,SONHCRA12A8C13ED45,9
e4c05157f8cebdf3b9d689c441ba97c5ed5db05b,SONTWIG12A6D4F95B6,10
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,SOBONKR12A58A7A7E0,1
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,SOIWDQY12A67ADE295,2
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,SOCVTLJ12A6310F0FD,3
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,SOPXKYD12A6D4FA876,4
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,SOZSQUQ12AB018F6FB,5
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,SODLAPJ12A8C142002,6
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,SOBVHCR12AB017F44D,7
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,SOEYVHS12AB0181D31,8
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,SOUGCDK12AC95F075F,9
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,SOSCIZP12AB0181D2F,10
a58de017cbeda1763ea002fe027ed41b4ed53109,SODACBL12A8C13C273,1
a58de017cbeda1763ea002fe027ed41b4ed53109,SOVXBOT12A8C136816,2
a58de017cbeda1763ea002fe027ed41b4ed53109,SOWEHOM12A6BD4E09E,3
a58de017cbeda1763ea002fe027ed41b4ed53109,SOJUXGA12AC961885C,4
a58de017cbeda1763ea002fe027ed41b4ed53109,SORRCNC12A8C13FDA9,5
a58de017cbeda1763ea002fe027ed41b4ed53109,SOCLMAD12AB017FC09,6
a58de017cbeda1763ea002fe027ed41b4ed53109,SOFGJCW12AF72A812D,7
a58de017cbeda1763ea002fe027ed41b4ed53109,SOLRBSH12AB018AE7B,8
a58de017cbeda1763ea002fe027ed41b4ed53109,SOUOPLF12AB017F40F,9
a58de017cbeda1763ea002fe027ed41b4ed53109,SOOPJAT12A6D4F9537,10
18dc95f354220b343e98ebbb7c8564291284ed9f,SONYKOW12AB01849C9,1
18dc95f354220b343e98ebbb7c8564291284ed9f,SORRCNC12A8C13FDA9,2
18dc95f354220b343e98ebbb7c8564291284ed9f,SOEHHNH12AB017F715,3
18dc95f354220b343e98ebbb7c8564291284ed9f,SOTWNDJ12A8C143984,4
18dc95f354220b343e98ebbb7c8564291284ed9f,SONNSYV12A8C146BEC,5
18dc95f354220b343e98ebbb7c8564291284ed9f,SOFGKEH12A67020E3A,6
18dc95f354220b343e98ebbb7c8564291284ed9f,SOPQLBY12A6310E992,7
18dc95f354220b343e98ebbb7c8564291284ed9f,SOUEFNG12A6D4F8640,8
18dc95f354220b343e98ebbb7c8564291284ed9f,SOFRCGW12A81C21EA6,9
18dc95f354220b343e98ebbb7c8564291284ed9f,SOYLYFL12A8AE45FA4,10
b1269307f2ae8c17062c6aea2502b099aad517b6,SOLMCFH12A58A7FACE,1
b1269307f2ae8c17062c6aea2502b099aad517b6,SOYYWMD12A58A7BCC9,2
b1269307f2ae8c17062c6aea2502b099aad517b6,SONKSNV12A58A7F654,3
b1269307f2ae8c17062c6aea2502b099aad517b6,SODXRTY12AB0180F3B,4
b1269307f2ae8c17062c6aea2502b099aad517b6,SOFTLYH12A6D4F8480,5
b1269307f2ae8c17062c6aea2502b099aad517b6,SOPZAUC12A58A7DB24,6
b1269307f2ae8c17062c6aea2502b099aad517b6,SOOKFQK12A6701CFFA,7
b1269307f2ae8c17062c6aea2502b099aad517b6,SOXFAMY12A6701F630,8
b1269307f2ae8c17062c6aea2502b099aad517b6,SOPBBWZ12AF72AB04C,9
b1269307f2ae8c17062c6aea2502b099aad517b6,SOJPWZI12A6701D00C,10
85c1f87fea955d09b4bec2e36aee110927aedf9a,SONEQDB12A67AD819F,1
85c1f87fea955d09b4bec2e36aee110927aedf9a,SOUGJSM12A8C1353F8,2
85c1f87fea955d09b4bec2e36aee110927aedf9a,SOPOFBW12AB0187196,3
85c1f87fea955d09b4bec2e36aee110927aedf9a,SOPQLBY12A6310E992,4
85c1f87fea955d09b4bec2e36aee110927aedf9a,SOGEVAT12A67020DD0,5
85c1f87fea955d09b4bec2e36aee110927aedf9a,SOZCZTN12AF729E7EC,6
85c1f87fea955d09b4bec2e36aee110927aedf9a,SOZPQES12A6D4F8E57,7
85c1f87fea955d09b4bec2e36aee110927aedf9a,SOVHBUI12AB0184DEB,8
85c1f87fea955d09b4bec2e36aee110927aedf9a,SOSKRGE12A6D4FD156,9
85c1f87fea955d09b4bec2e36aee110927aedf9a,SOFVJHZ12A8C134EA1,10
732f88be38fae217f8ab7e24c20dd072436e3e40,SOBONKR12A58A7A7E0,1
732f88be38fae217f8ab7e24c20dd072436e3e40,SOUNSQC12AC9071827,2
732f88be38fae217f8ab7e24c20dd072436e3e40,SOBRHVR12A8C133F35,3
732f88be38fae217f8ab7e24c20dd072436e3e40,SOKGPZV12AB017CFB3,4
732f88be38fae217f8ab7e24c20dd072436e3e40,SOPOFBW12AB0187196,5
732f88be38fae217f8ab7e24c20dd072436e3e40,SOZOBZR12A8C1382FE,6
732f88be38fae217f8ab7e24c20dd072436e3e40,SOKGLWL12AB01846C1,7
732f88be38fae217f8ab7e24c20dd072436e3e40,SOSVUIU12A8AE4629D,8
732f88be38fae217f8ab7e24c20dd072436e3e40,SOJFZEE12A6701D301,9
732f88be38fae217f8ab7e24c20dd072436e3e40,SONEQDB12A67AD819F,10
bd4c6e843f00bd476847fb75c47b4fb430a06856,SOIFAGN12A6D4F7B29,1
bd4c6e843f00bd476847fb75c47b4fb430a06856,SOZMPLQ12A81C20B00,2
bd4c6e843f00bd476847fb75c47b4fb430a06856,SOVXOJX12AB017B8BD,3
bd4c6e843f00bd476847fb75c47b4fb430a06856,SOLVTNS12AB01809E2,4
bd4c6e843f00bd476847fb75c47b4fb430a06856,SODRFRJ12A8C144167,5
bd4c6e843f00bd476847fb75c47b4fb430a06856,SOFYISH12A58A770E2,6
bd4c6e843f00bd476847fb75c47b4fb430a06856,SOLOVPR12AB0182D03,7
bd4c6e843f00bd476847fb75c47b4fb430a06856,SODXNBO12A8C14414E,8
bd4c6e843f00bd476847fb75c47b4fb430a06856,SOMCMKG12A8C1347BF,9
bd4c6e843f00bd476847fb75c47b4fb430a06856,SOFSLOC12A8C13F8BD,10
eb1ad31d040406c6428c5f4420b0bc709b1c5350,SOZFTWM12A6D4FB7ED,1
eb1ad31d040406c6428c5f4420b0bc709b1c5350,SOZMJFG12AB017BDAF,2
eb1ad31d040406c6428c5f4420b0bc709b1c5350,SOWBXWN12AB01837CF,3
eb1ad31d040406c6428c5f4420b0bc709b1c5350,SOCZTMT12AF72A078E,4
eb1ad31d040406c6428c5f4420b0bc709b1c5350,SOHRQZQ12A6D4F81D2,5
eb1ad31d040406c6428c5f4420b0bc709b1c5350,SOSOREL12AB01831EA,6
eb1ad31d040406c6428c5f4420b0bc709b1c5350,SOPTASI12AB0183185,7
eb1ad31d040406c6428c5f4420b0bc709b1c5350,SOJGMYY12AB01809BE,8
eb1ad31d040406c6428c5f4420b0bc709b1c5350,SODJVME12A8C13F3C3,9
eb1ad31d040406c6428c5f4420b0bc709b1c5350,SOUTLRM12A6D4F5DED,10
f28f980d8842ebfaa31e8fb3939aace4a43a18ec,SOASTSF12A8C1420B5,1
f28f980d8842ebfaa31e8fb3939aace4a43a18ec,SONOMEC12A8C14541F,2
f28f980d8842ebfaa31e8fb3939aace4a43a18ec,SOWEHOM12A6BD4E09E,3
f28f980d8842ebfaa31e8fb3939aace4a43a18ec,SOBBKGF12A8C1311EE,4
f28f980d8842ebfaa31e8fb3939aace4a43a18ec,SOOFYTN12A6D4F9B35,5
f28f980d8842ebfaa31e8fb3939aace4a43a18ec,SOWBXWN12AB01837CF,6
f28f980d8842ebfaa31e8fb3939aace4a43a18ec,SOWXDVT12B0B80BFA3,7
f28f980d8842ebfaa31e8fb3939aace4a43a18ec,SOSOREL12AB01831EA,8
f28f980d8842ebfaa31e8fb3939aace4a43a18ec,SOPTASI12AB0183185,9
f28f980d8842ebfaa31e8fb3939aace4a43a18ec,SOCZTMT12AF72A078E,10
5a905f000fc1ff3df7ca807d57edb608863db05d,SOEOTBT12A8C134231,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOIQLVZ12AB018AE9C,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOCZHGO12A8151DFB7,3
5a905f000fc1ff3df7ca807d57edb608863db05d,SOJQSWK12A6701ED51,4
5a905f000fc1ff3df7ca807d57edb608863db05d,SOPBEJW12A8C13C5A2,5
5a905f000fc1ff3df7ca807d57edb608863db05d,SOVOOSP12A6310F1AC,6
5a905f000fc1ff3df7ca807d57edb608863db05d,SOGEVAT12A67020DD0,7
5a905f000fc1ff3df7ca807d57edb608863db05d,SOEWYLX12A6D4F8E5F,8
5a905f000fc1ff3df7ca807d57edb608863db05d,SODMASJ12AF729E6FA,9
5a905f000fc1ff3df7ca807d57edb608863db05d,SOIJLDG12A8C135B96,10
484b69dd013df1ec0cfd504886d4f647cb32b08f,SOINYMI12A8C13C3F8,1
484b69dd013df1ec0cfd504886d4f647cb32b08f,SONYKOW12AB01849C9,2
484b69dd013df1ec0cfd504886d4f647cb32b08f,SOMHEVM12A58A80951,3
484b69dd013df1ec0cfd504886d4f647cb32b08f,SOLGEGH12A8C13BF76,4
484b69dd013df1ec0cfd504886d4f647cb32b08f,SOHALKJ12AB017FCC2,5
484b69dd013df1ec0cfd504886d4f647cb32b08f,SOFWMNN12A8C13C3F2,6
484b69dd013df1ec0cfd504886d4f647cb32b08f,SOPLVFB12A8C141022,7
484b69dd013df1ec0cfd504886d4f647cb32b08f,SOTWNDJ12A8C143984,8
484b69dd013df1ec0cfd504886d4f647cb32b08f,SOHTTNB12A8C1357E9,9
484b69dd013df1ec0cfd504886d4f647cb32b08f,SOPQLBY12A6310E992,10
8937134734f869debcab8f23d77465b4caaa85df,SOVIKOY12AB018627D,1
8937134734f869debcab8f23d77465b4caaa85df,SOWKMRB12AB018A901,2
8937134734f869debcab8f23d77465b4caaa85df,SOJEMSC12A6D4F81A6,3
8937134734f869debcab8f23d77465b4caaa85df,SORIFLJ12A81C23948,4
8937134734f869debcab8f23d77465b4caaa85df,SOETHKN12AF72A65A6,5
8937134734f869debcab8f23d77465b4caaa85df,SOLARJV12AB018306B,6
8937134734f869debcab8f23d77465b4caaa85df,SOOFYTN12A6D4F9B35,7
8937134734f869debcab8f23d77465b4caaa85df,SOSXLTC12AF72A7F54,8
8937134734f869debcab8f23d77465b4caaa85df,SOBONKR12A58A7A7E0,9
8937134734f869debcab8f23d77465b4caaa85df,SOIWDQY12A67ADE295,10
4192e443e37ffa08f1cc02b10b42b4a178a09004,SOQTRKE12A6701C596,1
4192e443e37ffa08f1cc02b10b42b4a178a09004,SOTUQTT12A6D4FBCEB,2
4192e443e37ffa08f1cc02b10b42b4a178a09004,SONOMEC12A8C14541F,3
4192e443e37ffa08f1cc02b10b42b4a178a09004,SOBBKGF12A8C1311EE,4
4192e443e37ffa08f1cc02b10b42b4a178a09004,SOWCKVR12A8C142411,5
4192e443e37ffa08f1cc02b10b42b4a178a09004,SOZSQUQ12AB018F6FB,6
4192e443e37ffa08f1cc02b10b42b4a178a09004,SOMCMKG12A8C1347BF,7
4192e443e37ffa08f1cc02b10b42b4a178a09004,SOASTSF12A8C1420B5,8
4192e443e37ffa08f1cc02b10b42b4a178a09004,SONYKOW12AB01849C9,9
4192e443e37ffa08f1cc02b10b42b4a178a09004,SOQCGHN12AB0181246,10
969cc6fb74e076a68e36a04409cb9d3765757508,SOBONKR12A58A7A7E0,1
969cc6fb74e076a68e36a04409cb9d3765757508,SOSQJWM12A6D4F79E0,2
969cc6fb74e076a68e36a04409cb9d3765757508,SODZXQS12A6D4F6C0E,3
969cc6fb74e076a68e36a04409cb9d3765757508,SOSCPOI12A8C139F02,4
969cc6fb74e076a68e36a04409cb9d3765757508,SOOQSLB12A81C200EF,5
969cc6fb74e076a68e36a04409cb9d3765757508,SODDKUO12A8C13233E,6
969cc6fb74e076a68e36a04409cb9d3765757508,SOKGPZV12AB017CFB3,7
969cc6fb74e076a68e36a04409cb9d3765757508,SOZOBZR12A8C1382FE,8
969cc6fb74e076a68e36a04409cb9d3765757508,SOTFJGS12AB017F577,9
969cc6fb74e076a68e36a04409cb9d3765757508,SOZNBQP12A6310D8AA,10
d6589314c0a9bcbca4fee0c93b14bc402363afea,SOSXLTC12AF72A7F54,1
d6589314c0a9bcbca4fee0c93b14bc402363afea,SOBADEB12AB018275F,2
d6589314c0a9bcbca4fee0c93b14bc402363afea,SOPVQLJ12A67AE2281,3
d6589314c0a9bcbca4fee0c93b14bc402363afea,SOZSQUQ12AB018F6FB,4
d6589314c0a9bcbca4fee0c93b14bc402363afea,SOCVTLJ12A6310F0FD,5
d6589314c0a9bcbca4fee0c93b14bc402363afea,SOIDDNJ12AC9071B90,6
d6589314c0a9bcbca4fee0c93b14bc402363afea,SOIWDQY12A67ADE295,7
d6589314c0a9bcbca4fee0c93b14bc402363afea,SODACBL12A8C13C273,8
d6589314c0a9bcbca4fee0c93b14bc402363afea,SODGVGW12AC9075A8D,9
d6589314c0a9bcbca4fee0c93b14bc402363afea,SONIQRE12AF72A2B02,10
5235516080c0ad60972e4f4ce72238697e4bbceb,SOSXLTC12AF72A7F54,1
5235516080c0ad60972e4f4ce72238697e4bbceb,SOTUQTT12A6D4FBCEB,2
5235516080c0ad60972e4f4ce72238697e4bbceb,SOXHIMB12A6D4F573F,3
5235516080c0ad60972e4f4ce72238697e4bbceb,SOUNSQC12AC9071827,4
5235516080c0ad60972e4f4ce72238697e4bbceb,SOIDDNJ12AC9071B90,5
5235516080c0ad60972e4f4ce72238697e4bbceb,SOOQCAG12A67ADE6DD,6
5235516080c0ad60972e4f4ce72238697e4bbceb,SONYKOW12AB01849C9,7
5235516080c0ad60972e4f4ce72238697e4bbceb,SOJSXJY12A8C13E32E,8
5235516080c0ad60972e4f4ce72238697e4bbceb,SOCFPEA12A6701CD37,9
5235516080c0ad60972e4f4ce72238697e4bbceb,SOZSQUQ12AB018F6FB,10
77cac5c3389010b64d01b30f725c24de4a5bb626,SOSCDWE12AB01823C4,1
77cac5c3389010b64d01b30f725c24de4a5bb626,SOFSIZE12AB017CF9E,2
77cac5c3389010b64d01b30f725c24de4a5bb626,SOZOIUU12A67ADFA39,3
77cac5c3389010b64d01b30f725c24de4a5bb626,SOUFVXX12A8AE46F0F,4
77cac5c3389010b64d01b30f725c24de4a5bb626,SOSIUBJ12A8AE48524,5
77cac5c3389010b64d01b30f725c24de4a5bb626,SOWOAXK12A6310D81F,6
77cac5c3389010b64d01b30f725c24de4a5bb626,SOXKFRI12A8C137A5F,7
77cac5c3389010b64d01b30f725c24de4a5bb626,SOJEMSC12A6D4F81A6,8
77cac5c3389010b64d01b30f725c24de4a5bb626,SOETHKN12AF72A65A6,9
77cac5c3389010b64d01b30f725c24de4a5bb626,SOOFYTN12A6D4F9B35,10
4bd88bfb25263a75bbdd467e74018f4ae570e5df,SOBJPXL12A4280634F,1
4bd88bfb25263a75bbdd467e74018f4ae570e5df,SOWXDVT12B0B80BFA3,2
4bd88bfb25263a75bbdd467e74018f4ae570e5df,SOGWJEY12AC9618862,3
4bd88bfb25263a75bbdd467e74018f4ae570e5df,SOARUPP12AB01842E0,4
4bd88bfb25263a75bbdd467e74018f4ae570e5df,SOCVTLJ12A6310F0FD,5
4bd88bfb25263a75bbdd467e74018f4ae570e5df,SOVWADY12AB0189C63,6
4bd88bfb25263a75bbdd467e74018f4ae570e5df,SOIDDNJ12AC9071B90,7
4bd88bfb25263a75bbdd467e74018f4ae570e5df,SODACBL12A8C13C273,8
4bd88bfb25263a75bbdd467e74018f4ae570e5df,SOTWNDJ12A8C143984,9
4bd88bfb25263a75bbdd467e74018f4ae570e5df,SOMCMKG12A8C1347BF,10
bd8475385f0aa78830fa6dfce9e7242164b035c8,SONYKOW12AB01849C9,1
bd8475385f0aa78830fa6dfce9e7242164b035c8,SOXWYZP12AF72A42A6,2
bd8475385f0aa78830fa6dfce9e7242164b035c8,SOBONKR12A58A7A7E0,3
bd8475385f0aa78830fa6dfce9e7242164b035c8,SOAFTRR12AF72A8D4D,4
bd8475385f0aa78830fa6dfce9e7242164b035c8,SONEWAX12AB018DD3F,5
bd8475385f0aa78830fa6dfce9e7242164b035c8,SOYGHUM12AB018139C,6
bd8475385f0aa78830fa6dfce9e7242164b035c8,SOQCGHN12AB0181246,7
bd8475385f0aa78830fa6dfce9e7242164b035c8,SOPXKYD12A6D4FA876,8
bd8475385f0aa78830fa6dfce9e7242164b035c8,SOASXQD12AB018902F,9
bd8475385f0aa78830fa6dfce9e7242164b035c8,SORBBFV12AB017D710,10
3f9ed694a79835c921ef6d94acd28f876c1d901e,SONYKOW12AB01849C9,1
3f9ed694a79835c921ef6d94acd28f876c1d901e,SOTUQTT12A6D4FBCEB,2
3f9ed694a79835c921ef6d94acd28f876c1d901e,SOSXLTC12AF72A7F54,3
3f9ed694a79835c921ef6d94acd28f876c1d901e,SOWCKVR12A8C142411,4
3f9ed694a79835c921ef6d94acd28f876c1d901e,SOVWADY12AB0189C63,5
3f9ed694a79835c921ef6d94acd28f876c1d901e,SOIDDNJ12AC9071B90,6
3f9ed694a79835c921ef6d94acd28f876c1d901e,SOPWZGK12A67020744,7
3f9ed694a79835c921ef6d94acd28f876c1d901e,SONNSYV12A8C146BEC,8
3f9ed694a79835c921ef6d94acd28f876c1d901e,SOOQCAG12A67ADE6DD,9
3f9ed694a79835c921ef6d94acd28f876c1d901e,SOXHIMB12A6D4F573F,10
95773b3725a96464c85a5121d00f2566e6e8b69b,SOSXLTC12AF72A7F54,1
95773b3725a96464c85a5121d00f2566e6e8b69b,SOIDDNJ12AC9071B90,2
95773b3725a96464c85a5121d00f2566e6e8b69b,SOTUQTT12A6D4FBCEB,3
95773b3725a96464c85a5121d00f2566e6e8b69b,SOINYMI12A8C13C3F8,4
95773b3725a96464c85a5121d00f2566e6e8b69b,SOUNSQC12AC9071827,5
95773b3725a96464c85a5121d00f2566e6e8b69b,SOFWMNN12A8C13C3F2,6
95773b3725a96464c85a5121d00f2566e6e8b69b,SOMHEVM12A58A80951,7
95773b3725a96464c85a5121d00f2566e6e8b69b,SOLGEGH12A8C13BF76,8
95773b3725a96464c85a5121d00f2566e6e8b69b,SOHALKJ12AB017FCC2,9
95773b3725a96464c85a5121d00f2566e6e8b69b,SOOQCAG12A67ADE6DD,10
4782b9bb73322bf80329ce5989128a67bc538747,SOIWDQY12A67ADE295,1
4782b9bb73322bf80329ce5989128a67bc538747,SOWCKVR12A8C142411,2
4782b9bb73322bf80329ce5989128a67bc538747,SOFRCGW12A81C21EA6,3
4782b9bb73322bf80329ce5989128a67bc538747,SOAFTRR12AF72A8D4D,4
4782b9bb73322bf80329ce5989128a67bc538747,SOBADEB12AB018275F,5
4782b9bb73322bf80329ce5989128a67bc538747,SOTWNDJ12A8C143984,6
