,song_id,avg_duration,total_tracks,avg_familiarity,avg_hotttnesss,song_name,rank
33,SOMFJKS12AF72A4D41,207.12682,11,0.3867078973879999,0.0,10 Second Drop,1
34,SOLWMRO12A81C234FA,245.51741192307696,26,0.8284468735229995,0.5040986949870002,10 Years,1
35,SOAFQSO12AB017F60C,109.40036,2,0.443078315339,0.324146406727,100 Flowers,1
36,SOWDTZG12A6D4F8F70,184.48063333333332,12,0.3265956885539999,0.0,100 Folk Celsius,1
37,SOTJLCA12A8AE474A7,272.33652500000005,10,0.3527744851039999,0.132537691095,100 Pets,1
38,SOJHKLI12AB017AA02,216.79979717948723,39,0.4682570135484358,0.3762084454979998,100 Proof Aged in Soul,1
39,SOGKNQF12AB017FD67,328.69832,1,0.417553006459,0.0,100% Pure Poison,1
40,SOPARNW12B0B80AD8D,246.2907033333333,9,0.428738523746,0.2629681688629999,1000 Clowns,1
41,SOGYCXA12AB018AFC1,182.600688,5,0.613440987367,0.382428483213,1000 Robota,1
42,SOFZMMI12AB017F33C,313.8228935999998,100,0.6999994699583799,0.5055722453340006,1000names,1
43,SOJYBIF12AB0183EDB,338.49941965517246,116,0.8031359430722581,0.5839100027429981,1001,1
44,SOFHVID12A6D4F5B75,288.0073285106384,47,0.4212926864579995,0.0,1001 Ways,1
45,SOSCJDO12A8C13387F,234.7489325,4,0.5474442990765,0.330609887021,101,1
46,SOZYEUQ12AB0184FAB,212.28063447916657,96,0.4595171545401866,0.3687789546109999,101 Strings,1
47,SODRFJI12A6D4FAA05,141.16526000000002,10,0.674551613419,0.456897792674,108,1
48,SOCNFEZ12AB0186FF8,172.17551111111112,9,0.5536653479479999,0.432079492652,1090 Club,1
49,SODUJHV12A58A7CCAC,250.2131130952381,84,0.6914814948904515,0.4756943519739993,10cc,1
50,SOVNOIH12AB017E3BC,222.71277333333333,27,0.4886717238347036,0.388231928329,11/5,1
51,SOHSOEO12A8C1314F9,233.01866552631577,38,0.7611579880021057,0.5137404057139997,112,1
52,SOHBTXV12A6701F976,221.5179136,25,0.5383935567977204,0.4140739879010001,113,1
53,SOHWRVT12A67FFB3EF,224.286895,4,0.480161598224,0.1820003835695,12 Gauge,1
54,SONVIPQ12A8C13E4BA,218.90857138888884,36,0.7521185751909994,0.5953856581310003,12 Stones,1
55,SOSPOWA12AB0188E45,367.0678441666667,12,0.609803071092,0.4034192919104166,120 Days,1
56,SOEPFXK12A8C13ADE1,479.52934,1,0.288406325342,0.0,1200 Mics,1
57,SOKNUDM12A6D4F74B7,246.218995,34,0.4931259567410001,0.3218607801409999,1200 Techniques,1
58,SOKHEVC12AB018351B,286.70648700000004,10,0.554343977808,0.468199153221,12012,1
59,SOJFTCH12AF72A863A,169.50648406250002,32,0.5292709506199995,0.3861611122630001,1208,1
60,SOIXFSL12A6D4F8C5A,193.1228113333333,15,0.5285723608139998,0.363395864678,13 Cats,1
61,SOLYVAA12AF72A366B,209.10975,1,0.517957412221,0.304499951575,13 Stories,1
62,SOQUOLL12AB017DF41,381.43900249999984,48,0.6314342890930005,0.4389172328599998,1300 Mics,1
63,SOKPONE12AF72A3099,314.1043454054054,37,0.6621313919049997,0.4350447376721892,1349,1
64,SOONIPE12A8C13962C,230.19056666666668,27,0.4534179560659997,0.3680559798259999,13th Chime,1
65,SODEHIX12A6702068C,138.08281,1,0.496939418527,0.388848942173,14 Iced Bears,1
66,SOBXXZA12A58A79BE8,222.379955,8,0.4685041034439999,0.265866250258,15 Minutes Late,1
67,SOTCYGD12A8C1417B3,144.09098,1,0.610289026234,0.281460487721,15-16-17,1
68,SOIVAUF12AB01841B8,230.414175,50,0.483429784839,0.2681644113629998,151,1
69,SOVQLWF12A8C138DDD,327.99302,1,0.467960431014,0.487794890185,16 Bit,1
70,SOXTYTW12A58A7C0C7,211.7267463636364,11,0.6054481376699999,0.3544013611230001,16 Frames,1
71,SOUIYDY12A8C141517,269.8248516666667,12,0.397734707439,0.376481454321,16 Volt,1
72,SOTIHHE12A8C1376EB,367.4877845454546,11,0.477151293287,0.334080824236,16BIT,1
73,SOENXKK12AB017E353,237.32501,26,0.5978268035620004,0.3741753360200002,16Volt,1
74,SOUNPPP12A8C14646F,259.34670200000005,15,0.522216137169,0.352357045971,17,1
75,SORFZXJ12AB018449A,198.3570976785715,56,0.6095838256749996,0.4174838906719994,17 Hippies,1
76,SOXRQAI12A6701DA64,260.20526,1,0.635054828766,0.362751631705,18_3,1
77,SOIMIVW12A8C139AC5,222.64263,18,0.504808799981,0.3643795759710001,1919,1
78,SOAOOJK12A8C144AA2,266.71628125,8,0.462527123419,0.084846502205625,1929,1
79,SOCSEEU12A8AE4866F,289.4728525,20,0.4645983454389999,0.3393618710700001,1976,1
80,SOHTRRT12AB018148B,188.29016,2,0.493832339683,0.328673201851,1980/81 Cup Final Squad_ Chas & Dave,1
81,SOMPPAS12A8C13385B,150.2210433333333,3,0.595500525611,0.458820468471,1984,1
82,SOYLKDG12A58A798D3,205.03651392857145,28,0.6457037678324643,0.3814621392630001,1990s,1
83,SONYZSG12A81C2203D,238.85560166666664,24,0.7127636240960001,0.453508165159,1997,1
84,SOJVIUR12AF729DCFC,455.5489333333333,3,0.580754421245,0.371178238977,1Giant Leap,1
85,SOKQSQM12A58A7846D,398.78485,1,0.519185998031,0.370579573058,1_000 Homo DJ's,1
86,SOUOYWQ12AB0182EF7,273.1939233333334,18,0.5287559334700002,0.342220956127,1gnition,1
87,SOBDUQY12A58A7C7EA,293.82833533333326,15,0.3755590546259999,0.3296026474979999,1st Avenue,1
88,SOAXJQT12AB0183540,238.42784666666668,3,0.29082647734,0.159470996666,2 BMF,1
89,SOGMCGM12A8C143814,316.453425,4,0.477078938885,0.34352938205,2 Bad Mice,1
90,SOKBHEV12A8C13645B,229.35726199999996,20,0.4101388912979999,0.386056770494,2 Belgen,1
91,SOGKBUP12A8AE46251,336.1251353846154,13,0.4685246928289999,0.365303675468,2 Bit Pie,1
92,SOVYYDC12A8AE466E3,279.09231360000007,50,0.5839453266490003,0.4074163964950004,2 Brothers On The 4th Floor,1
93,SOCRGHN12AF729DFD1,1.93261,1,0.399765828452,0.307937790035,2 By Bukowski,1
94,SOIQAPQ12A6D4F6E9C,287.58159,2,0.367373339889,0.270677727302,2 Damn Tuff,1
95,SOOZDIK12AAA15D146,410.83056625,8,0.403109258357,0.2432766541519999,2 Dirty,1
96,SOWHRON12A8C1438D4,230.935055,2,0.506792151872,0.406944019207,2 Dope,1
97,SOVRLJY12A8C134DD1,223.44482941176477,17,0.467180689868,0.4049290481480001,2 Eivissa,1
98,SOSRGHX12AF72A8783,271.41962900000004,40,0.44676966224,0.3373779365259999,2 In A Room,1
99,SOQZKZM12AF72A9F2D,406.895875,2,0.0602448224816,0.0,2 In Da Bush,1
100,SOGVNNL12A67AE0CFB,264.9157532352941,34,0.7012612301856468,0.4174519277470003,2 LIVE CREW,1
101,SOCKEDZ12A6D4F6F09,120.30783643678164,87,0.5875696936826542,0.3724629797829993,2 Minutos,1
102,SOJTEVD12A8AE45D91,372.0122455555555,9,0.5104658099629998,0.0,2 Novembre,1
103,SODZXMB12A6701F8B3,194.28295588235292,17,0.6570132747890589,0.4064676276499999,2 Pistols,1
104,SOBKKUJ12A6D4FC8AB,286.58520142857145,7,0.4189884559302857,0.3838971975129999,2 Player,1
105,SOVXGXI12A8C1327AE,215.95933105263163,19,0.5287769020479998,0.3337829082199999,2 Skinnee J's,1
106,SOADVCV12A8C13F15B,205.11302,1,0.409884832233,0.184708338263,2 Wayz,1
107,SOYTDAL12A8C140231,234.876934,5,0.445758578816,0.366062560691,2-4 Family,1
108,SORUFTA12A58A7AAA3,279.00316178571427,28,0.6123073793408931,0.4269442562360001,2-4 Grooves,1
109,SOYKRRJ12A6D4F7F13,244.7407733333333,3,0.539478583349,0.3658899016749999,2-Gether feat. Sarinah,1
110,SOYTTTN12A8C13A839,218.05669,2,0.358437059703,0.203890375358,2-Illeven,1
111,SOECVEZ12A6D4F6F06,266.0019174193548,31,0.4717088600409998,0.3644803937989997,20 Minute Loop,1
112,SOVMRRU12A8C13F746,230.41431043478252,23,0.5003960097579998,0.3148821836230002,20/20,1
113,SOJDUGA12A6D4F9C76,305.5120353333334,45,0.6134794481349994,0.3860507739280001,2002,1
114,SOUVHWW12A58A7ABA9,232.598855,26,0.417218441567,0.0,20th Century Steel Band,1
115,SOIIVKP12AB0182B04,327.616853,10,0.5345462746439998,0.328953923983,21 Eyes Of Ruby,1
116,SOJWQFM12A58A7C6AD,286.79791222222224,9,0.530776834209,0.355615051167,21 Hertz,1
117,SOPLNMX12A58A7C2D7,207.40526083333336,12,0.527767410848,0.374508539218,21st Century Symphony Orchestra,1
118,SOHFWWC12A58A7BC71,275.533912,5,0.591039641878,0.366829289169,22,1
119,SOMKDSD12A6310E911,246.04689,1,0.036038232578,0.0,22 Metre Band,1
120,SOOTKBQ12AC3DFA4A2,168.49260875000002,16,0.5837926975252501,0.391376514122,22 Pistepirkko,1
121,SOZKNSB12A8C140F11,227.1371425925925,27,0.5932406439490002,0.4642775002460002,22-20s,1
122,SOQZRUD12AB018B54D,276.2487985714285,42,0.462131696203,0.385062257906,220 Volt,1
123,SOUVBAM12A81C217FF,276.9643385714286,77,0.535924556784999,0.3497886875209995,23 Skidoo,1
124,SOUBUOK12A67AD8E64,171.480365,2,0.30732266274,0.0,23rd Turnoff,1
125,SONJWPH12A8C13ED46,208.6526075,8,0.477413309385,0.334321491825,24 Hours,1
126,SOJQAGG12A58A7A8FE,254.57418790322572,62,0.5387031521970008,0.3358107808180005,24-7 Spyz,1
127,SOPKBNZ12A8C1312A6,176.86207111111108,54,0.5637006536519993,0.385442489292,25 Ta Life,1
128,SOIJOXQ12A6D4F8BCA,309.9588507407408,27,0.3121954131300002,0.4250948662719997,2562,1
129,SOPUNHU12A8C137CA7,343.238078,5,0.487532822041,0.0,2652,1
130,SOUAAHI12A8AE4850E,267.91791312500004,16,0.5682206167799999,0.419485669549875,28 Costumes,1
131,SONOMEC12A8C14541F,214.2903319148937,47,0.5926438004239999,0.3597794230544254,28 Days,1
132,SOYRJEV12A8C13BD89,375.17016,1,0.384850147602,0.305462911719,29 Palms,1
133,SOUMODD12A8C144F5B,189.74648416666665,12,0.6369195003600001,0.347193212593,2Cents,1
134,SOONBBA12A8A9D56F2,210.376685,2,0.0330114894142,0.0,2FAST 4YOU,1
135,SOGMNNN12A6D4FAAF8,269.4306099999999,19,0.4857692285889473,0.3381128784770001,2Fabiola,1
136,SOCYCOC12A8151E156,246.90167777777785,18,0.6542969009410002,0.3630196124000002,2Face Idibia,1
137,SOANAAN12A6D4F69B2,341.3901014285715,7,0.2230388421191428,0.257075915215,2Fresh,1
138,SOYUVJK12A8C1342D2,271.7033184,50,0.5589627409613007,0.3176184099609797,2Fusion,1
139,SORSPYU12A6310DBF1,283.87916733333327,15,0.5230000805020001,0.3535296734550001,2K,1
140,SOAMUEN12AB01833AD,191.6991383333333,12,0.580759558805,0.3963104259439999,2M jr.,1
141,SOBBKGF12A8C1311EE,388.379955,16,0.476419632513,0.3796321779399998,2MB,1
142,SORVETV12A8C141FC7,230.4452615,20,0.6536026140329999,0.4121007955270002,2Mex,1
143,SOBCOWD12A6701FD78,247.0910114925373,67,0.8543236008776709,0.5172557700859999,2Pac,1
144,SOQFXDQ12AF72AD0EE,253.40596,7,0.2815743672729999,0.2383957853009999,2Play,1
145,SOTMKZF12AB0187412,279.1534396,25,0.5009646975620003,0.405213004605,2Vibez,1
146,SOCQOZB12AB0185685,220.69795833333333,18,0.6001815991679998,0.2760501253890001,2XL,1
147,SOTMTBT12A58A7D50E,284.9231265384616,26,0.5157863535140002,0.404484500013,2econd Class Citizen,1
148,SOOSDMO12A6D4F80F9,286.144855,2,0.54176176478,0.39203366044,2face,1
149,SOTSJDX12AF72A9AFD,275.5739683333333,6,0.6149170442049999,0.2720118813,2much,1
150,SOMIHYA12AB018DD37,265.66559885714287,35,0.5631900818680005,0.3404025715329998,2nd II None,1
151,SOVWHPM12AB017DABB,173.70512555555555,27,0.4995293716130002,0.4044708983910001,2tall,1
152,SOASTSF12A8C1420B5,273.2839,3,0.390413671156,0.271844100584,3 Canal,1
153,SOAOSNL12A6BD550D5,402.8913006666667,15,0.542916058555,0.2641199112539999,3 Channels,1
154,SOLJRWU12A8C13EE4F,297.753669,10,0.4170280647009999,0.119862113926,3 Cold Men,1
155,SORAGVB12AB018212B,488.3587299999999,3,0.3993269800199999,0.0,3 Colours,1
156,SODYTBZ12A8C144EEB,195.82368571428572,28,0.5412784097630002,0.341723120288,3 Colours Red,1
157,SOHSNVM12A6D4F7793,373.1413155555557,9,0.489639991424,0.317230243122,3 Deep,1
158,SOZTBUH12A8C13E005,236.336115308642,81,0.8371390424261488,0.629049404433629,3 Doors Down,1
159,SOWVOYF12A8C13A248,183.1400169230769,26,0.5550139661039997,0.3529489138679997,3 Gars Su'l Sofa,1
160,SONLIHK12A8C140751,245.67849923076923,39,0.7384903473480007,0.4473100910360001,3 Inches Of Blood,1
161,SOXTUQB12AB018A49D,330.38322000000005,8,0.513854930861,0.0,3 Is A Crowd,1
162,SOMCMKG12A8C1347BF,243.72054444444444,18,0.5005283534440002,0.4013542151229999,3 Steps Ahead,1
163,SOSCAIF12A6D4F45C1,233.7452284615385,13,0.4218925291359999,0.238795250935,3 of Hearts,1
164,SOGVTZX12A6D4F45BE,281.0464974285714,35,0.6109376239160001,0.3760005985449998,3-11 Porter,1
165,SODPCRM12AB0185C59,283.34514029411764,34,0.9093248336580004,0.6770875467119997,30 Seconds To Mars,1
166,SOHWCWC12A6D4F45B8,315.67628,2,0.367274755485,0.251283637459,303,1
167,SOPTZWP12A8C139B79,237.27512941176468,34,0.5363117888719998,0.4282870418829997,30Y,1
168,SOFDOXJ12A670208F2,310.9413261999999,50,0.4825924804428201,0.3683126285949997,310,1
169,SOBIWOZ12AB017F68C,201.1559483333333,108,0.8415159792169981,0.5105776340387772,311,1
170,SOMLVLH12AC3DF9CCD,239.5759892857143,14,0.322437756943,0.213142219578,313 Bass Mechanics,1
171,SOHSFHH12A8C131EC2,230.5798546341463,41,0.6097094199275608,0.3993194391989996,31Knots,1
172,SOEKSGJ12A67AE227E,201.8571136,25,0.6468808706240003,0.402391107929,32 Leaves,1
173,SOAYLWW12AB017AEA8,202.6331246666667,15,0.3618598980190001,0.0872619234833,32 get funky,1
174,SONFDFT12B0B809543,327.1571,1,0.15671274185,0.265096091796,33 1/3 Queen,1
175,SOYVYNW12AF729D48D,165.14567,1,0.0400285337547,0.0,337,1
176,SOQOAGD12AB01809FB,298.1859268421052,38,0.632802996773842,0.3827811287883946,33Hz,1
177,SODGMKP12A8C145D59,239.2498316,25,0.6850716916930003,0.44384897736,33Miles,1
178,SOSHOZU12A8C13FACA,348.0126075,8,0.574562790336,0.361971918007,35007,1
179,SOAJSBY12A8C134FC7,165.642,1,0.32344172638,0.188071632414,354,1
180,SOTYXGB12A8C13C55C,217.6483843478261,23,0.412477520178,0.3248586587230002,3582,1
181,SOHHBCH12AB017DC80,271.9939485714286,7,0.510443309708,0.3357454569649999,37500 Yens,1
182,SOPQLBY12A6310E992,262.77796972972976,37,0.6979507367919997,0.4881710739487839,38 Special,1
183,SODXRTY12AB0180F3B,205.541424,10,0.568211069187,0.3918592981139999,38th Parallel,1
184,SOXZIPJ12A6D4F98D2,265.31655333333333,3,0.0607961497836999,0.0,3DVOZ,1
185,SOGUXXP12AB017FD58,245.34864729729733,37,0.7033185807940004,0.4211318141980001,3LW,1
186,SOTDFFF12A58A7EED0,213.7334244,25,0.86533289836516,0.6086883244705603,3OH!3,1
187,SOBWJVA12AB0186B0C,171.43326303030307,33,0.5174254620129999,0.3627283179949999,3Rd Alley,1
188,SOFROGM12A8C136F19,505.677915,2,0.413240673901,0.0,3Some & Chevel,1
189,SOKATZM12AB017BDB9,279.46152461538463,13,0.6216052417130002,0.4183305468559999,3T,1
190,SOTSGEX12AF72A9A2E,384.02567,4,0.578476556744,0.342985792359,3am,1
191,SOOVOWN12A8AE46AA6,216.1628108333333,12,0.359392837783,0.0,3d5spd,1
192,SOUGCDK12AC95F075F,178.0608459090909,22,0.5749763153000003,0.3992164350870001,3rd Bass,1
193,SOFHFDD12AC46880BF,236.20743666666672,12,0.46276057762,0.285269618674,3rd Brillyance,1
194,SONWGDQ12AF72A635F,280.34137000000004,79,0.5061174177910005,0.3502553947310003,3rd Force,1
195,SOYWQAT12A8C132C25,277.2157245454545,11,0.304565731281,0.3110293002829999,3rd Matinee,1
196,SONHDFE12A58A802B8,339.787305,4,0.367366774802,0.229127336749,3state,1
197,SOOKJMZ12AAF3B24F3,278.89711738095235,42,0.4556829742089998,0.3556493167710001,3xKrazy,1
198,SOBLFKK12AF72A0A8D,238.22409066666663,15,0.512443345078,0.3416759790219999,3ème Oeil,1
199,SOESSAO12A6701E0F7,397.3045813333334,15,0.5346020595545332,0.40886176401,4 Clubbers,1
200,SOUXZPD12AB017D77A,406.46112,7,0.461388782288,0.312930092762,4 Elements,1
201,SOFVUHW12A8C133115,223.594645,2,0.507114597285,0.0,4 Letter Holiday,1
202,SOXNYLJ12A8C13E1B0,264.737505,2,0.044410416962,0.0,4 M International,1
203,SOZCZTN12AF729E7EC,218.3096027272727,11,0.6714583819111817,0.507345597455,4 Non Blondes,1
204,SOQQUHM12A8C145FEF,224.40009,15,0.5685223978450001,0.2862634421169999,4 Or 5 Magicians,1
205,SOLOFUJ12AB018938E,198.84981552631572,38,0.5124788181480003,0.3811496677079998,4 Promille,1
206,SOKCORM12AB01897F7,159.2744005063291,79,0.5286534560890006,0.0,4 Skins,1
207,SOZINST12A8C138432,709.955465,2,0.239147779715,0.0,4 Toasters,1
208,SOXRJXO12B0B807DDD,303.07858577777773,45,0.6209103133800004,0.4124027290339997,4 Wings,1
209,SOCBMXC12AB01853E6,210.10300379310348,87,0.6162638817010003,0.4523412317947931,4-Tay,1
210,SOSHSTD12A8C136AD0,256.2279074193549,31,0.6462427443829999,0.3826815373640002,40 Below Summer,1
211,SORTPGI12AF72ABD59,194.9046790909091,33,0.5373060906730002,0.391146325786,40 Cal,1
212,SODXQBE12A6701C80C,214.1116768,25,0.6852805281149998,0.3688736817200002,40 Glocc,1
213,SOBRFQS12AB01848B9,214.67383166666664,12,0.4519777172800001,0.331351564822,40 Grit,1
214,SOYOIMF12A8C135BF4,169.1424,1,0.548245499895,0.400678673568,40 Winks,1
215,SOIYBUD12A67020418,213.79873,2,0.606605575216,0.360047007377,400 Blows,1
216,SOBCNSF12A8AE46A12,248.58077,1,0.0703835087984,0.0,41 Beatfanatika,1
217,SOVGHRB12AF72A0073,348.890975,4,0.50278751681,0.372871932287,411,1
218,SOSKWIE12A670203D6,231.83628,2,0.502888182284,0.362599452439,45 Dip,1
219,SOYKLAH12AB0183AA0,233.89888938775508,49,0.5966023845600004,0.3991862852960002,45 Grave,1
220,SOBBQOO12A6D4F5ED1,127.84094571428572,14,0.4514366589190001,0.0916653842854,46 Short,1
221,SOVTBYA12A6D4F6540,303.33796695652177,23,0.454575602651,0.3365826516780002,49ers,1
222,SOBQXRB12AB01834D2,328.82893384615375,26,0.4984034642200002,0.368676354743,4Clubbers,1
223,SOEGRAF12A8C13DF5C,292.581424,5,0.308433571452,0.2326012743849999,4D Tribe,1
224,SOMTXSB12AF72ACC38,446.65424,2,0.0727488106068,0.0,4Fach Zoom,1
225,SOKPNDQ12CF5F8918A,267.2070214457832,83,0.565089892204,0.4460938168818313,4Him,1
226,SOMFCNP12B0B80CB0B,211.7930725581396,43,0.6001871222550006,0.3863627612390004,4LYN,1
227,SOWPWJZ12A8C1399DD,209.530975,8,0.054305559976,0.0,4Mag Nitrous,1
228,SOVWAZE12D0219001B,226.1383225,8,0.436524177436,0.3148828342429999,4TROOPS,1
229,SOJYGHN12A8C13758C,425.5715585714286,14,0.5732680612539999,0.4071898562619998,4WARD-UK,1
230,SOJBMKJ12A6D223C23,206.9379300000001,50,0.5384420881035803,0.3288331845240004,4ft Fingers,1
231,SOIKTOD12A8C13C876,314.3719089690723,97,0.6945024855530009,0.4517435631610003,4hero,1
232,SOFBHVT12A8C139048,320.77016,4,0.458238229923,0.310787811167,4our5ive6ix,1
233,SOBGZOF12A8C143C2E,249.50028200000003,5,0.589157431292,0.433338839723,4r,1
234,SOAUKOP12A8C13F944,248.31955,1,0.56352596702,0.413565689125,4th Avenue Jones,1
235,SOGETYZ12A81C233DD,157.51791,1,0.498037635809,0.291360346468,4th Disciple,1
236,SOXUKKA12A6D4F970C,292.54485,2,0.351900661368,0.181226157241,4th Measure Men,1
237,SOKVPCR12AB017D810,371.17249035714286,28,0.4248513646707857,0.3376957904209999,4tunes,1
238,SOBOSJI12A8C1407B5,241.02093400000004,5,0.411061347599,0.208506464698,4u,1
239,SOQLQQA12A8C132DB4,293.95546,1,0.0,0.336504423191,5 Cent Theatre,1
240,SOKVAOH12A8C1378C0,205.94167833333333,18,0.407199977246,0.183252421764,5 In Love,1
241,SOABWFH12A8C13753E,246.88281,1,0.602902717374,0.495129529374,5 Nizza,1
242,SOQQITZ12A8C133825,164.19060682926832,41,0.3779907237275537,0.3154807861539511,5 Royales,1
243,SOURZUP12AAF3B477F,159.08671222222222,18,0.7095119109262221,0.450704360775,5.6.7.8's,1
244,SORFILI12A6D4FD7BA,207.8445157391305,115,0.8797510681754682,0.5966511845631729,50 Cent,1
245,SOJJEIT12AB017E2A7,214.18691,25,0.508261992743,0.3996487970170001,50 Foot Wave,1
246,SOJARVY12AF72ACF03,125.099955,12,0.663602176256,0.4614506361219999,50 Lions,1
247,SODMAJL12A8C141117,161.35791,2,0.443605879469,0.362616554613,5000 Volts,1
248,SONQPZX12AB0184521,222.60405842105263,19,0.5422496457020001,0.3623250684160001,504 Boyz,1
249,SOIOAIN12A58A7A9A5,366.748281,10,0.499363965247,0.2772782805129999,51717,1
250,SOBLXAK12AC3DF6131,446.68907,6,0.423028789941,0.294652804284,52nd Street,1
251,SOKWIYX12A8C13CD0B,151.57574368421052,19,0.532910950009,0.3047623781209999,54 Nude Honeys,1
252,SOKWHDH12AB018301B,252.60600363636365,11,0.5271707846340001,0.261374100306,54 Seconds,1
253,SOXMCPM12A8AE46B68,213.5485561538461,13,0.509102224618,0.3703141524950001,54.40,1
254,SOFBOXR12A6310F0FC,196.7973691666667,12,0.4816949948499998,0.456499312049,55 Escape,1
255,SOXFMSM12A6D4F759F,300.77649735294113,34,0.525835870535,0.343622114496,56 Hope Road,1
256,SOPOFBW12AB0187196,174.13179,6,0.525183659442,0.336599698768,586,1
257,SOFYSDB12A8C131AF6,146.42760142857148,49,0.5223434774108977,0.3508416412069999,59 Times the Pain,1
258,SOKWOON12A6D4F9EF2,200.0271761538461,13,0.5794091557509999,0.392929098569,5Bugs,1
259,SOZQKSV12AF729F22B,243.17429466666675,30,0.4314529391910001,0.3243742836459999,5UU'S,1
260,SOCKHYC12AB0180B92,225.397095,2,0.462429975992,0.253585695324,5th Projekt,1
261,SOEEVIF12AB017D02C,235.53074285714288,7,0.5865480680030001,0.0,5th featuring Skillz,1
262,SODVWOS12AC3DFB448,301.87989642857144,14,0.6067003863030002,0.417075148039,5thElement,1
263,SOWLRED12A8C13B44D,202.7177876923077,26,0.5083118870130003,0.3875225898419999,6 Day Riot,1
264,SOJHKGH12A58A804C8,207.1957792307693,26,0.5258025771420001,0.3196286344040002,60 Watt Kid,1
265,SOZBCEA12AB0184086,222.35383,1,0.398061193804,0.216243493167,615,1
266,SONEQDB12A67AD819F,202.41195524999995,40,0.421021484052,0.3014705394129998,617,1
267,SOHWFSX12AB0182124,278.9309103174604,63,0.7532569021290008,0.4852804146340005,65daysofstatic,1
268,SOUEHWG12A8C13321A,354.93832,2,0.600794050713,0.437444217647,666,1
269,SOSXPFU12AB017FE27,220.87261810810804,37,0.504920782874,0.2691422556610002,67 Special,1
270,SOFXPJJ12AB0187354,181.42686882352945,34,0.4099395731000004,0.2308832273449411,68 Comeback,1
271,SOAJXFK12AB018680F,256.1858873333333,15,0.630309429263,0.3836753095249999,69,1
272,SOGICTW12AF72AA5C7,268.37288,3,0.612096801784,0.4099107375926666,69 Boyz,1
273,SOEJQOM12A8C13D882,256.1241307692308,13,0.5501061191489998,0.3480779266290001,69 Chambers,1
